epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,2955.92,0.70097,0.44428,0.06925,0.65724,1.06165,0.96362,0.95828,0.97184,0.66365,0.97275,0.96011,0.97552,0.94904,0.96856,0.21803,0.00888,0.47642,1.28655,0.0001073,0.0001073,0.0001073
121,3548.86,0.70406,0.43596,0.06866,0.65642,1.0606,0.96503,0.95918,0.97208,0.66396,0.97414,0.96011,0.97576,0.94913,0.96844,0.2179,0.00896,0.47537,1.28654,0.000104,0.000104,0.000104
122,4140.96,0.69329,0.43609,0.06802,0.65219,1.05344,0.96637,0.95948,0.97225,0.66386,0.97514,0.96197,0.97572,0.94976,0.96809,0.21804,0.00897,0.47399,1.28648,0.0001007,0.0001007,0.0001007
123,4733.07,0.69995,0.43721,0.06828,0.6558,1.05714,0.96554,0.96164,0.97237,0.66422,0.97742,0.96011,0.97581,0.94924,0.96841,0.21726,0.00919,0.47204,1.28683,9.74e-05,9.74e-05,9.74e-05
124,5324.41,0.69355,0.44094,0.06651,0.65065,1.05649,0.96728,0.96197,0.97261,0.66482,0.97737,0.96146,0.97587,0.94941,0.96819,0.2174,0.00961,0.4698,1.28689,9.41e-05,9.41e-05,9.41e-05
125,5916.23,0.69469,0.43328,0.0661,0.64832,1.0524,0.97018,0.96011,0.97281,0.66581,0.97762,0.96104,0.97584,0.94961,0.96764,0.21726,0.00956,0.46721,1.2869,9.08e-05,9.08e-05,9.08e-05
126,6508.26,0.6891,0.43068,0.06713,0.6469,1.05098,0.97163,0.96011,0.97303,0.66675,0.97746,0.96197,0.97592,0.94936,0.96951,0.21804,0.00994,0.46458,1.29011,8.75e-05,8.75e-05,8.75e-05
127,7100.49,0.69059,0.43452,0.06543,0.6362,1.05076,0.97277,0.961,0.97328,0.66751,0.97557,0.96315,0.97599,0.94944,0.9683,0.21744,0.00994,0.46336,1.2886,8.42e-05,8.42e-05,8.42e-05
128,7692.14,0.68268,0.42748,0.0666,0.63643,1.0469,0.97276,0.96382,0.97352,0.66741,0.97711,0.96197,0.976,0.94937,0.9683,0.21839,0.01002,0.4605,1.28933,8.09e-05,8.09e-05,8.09e-05
129,8283.42,0.6818,0.42042,0.0666,0.63412,1.04733,0.97442,0.96382,0.97371,0.66724,0.9765,0.96568,0.97606,0.94932,0.96775,0.21802,0.01025,0.45554,1.28946,7.76e-05,7.76e-05,7.76e-05
130,8875.4,0.67901,0.42415,0.06597,0.63178,1.0468,0.97549,0.96382,0.97398,0.66817,0.97736,0.96568,0.97618,0.94948,0.96759,0.21816,0.01025,0.45263,1.28978,7.43e-05,7.43e-05,7.43e-05
131,9468.05,0.67796,0.42391,0.06584,0.63267,1.04512,0.97601,0.96382,0.97406,0.66879,0.97789,0.96568,0.97626,0.94958,0.96737,0.21833,0.0102,0.45137,1.29008,7.1e-05,7.1e-05,7.1e-05
132,10060.2,0.67753,0.41597,0.06462,0.63409,1.04278,0.97651,0.96411,0.97421,0.66972,0.97839,0.96596,0.97631,0.94982,0.9671,0.21848,0.01013,0.44906,1.29045,6.77e-05,6.77e-05,6.77e-05
133,10652.2,0.67493,0.40871,0.06633,0.63363,1.04563,0.97559,0.96411,0.97362,0.66973,0.97841,0.96689,0.97638,0.9502,0.96779,0.21913,0.01005,0.44798,1.29171,6.44e-05,6.44e-05,6.44e-05
134,11244.4,0.66918,0.40831,0.06544,0.6237,1.04325,0.97652,0.9647,0.97384,0.67069,0.97934,0.96749,0.9764,0.94929,0.96741,0.21951,0.0101,0.44639,1.29213,6.11e-05,6.11e-05,6.11e-05
135,11836.1,0.6715,0.40718,0.06483,0.62762,1.04314,0.97684,0.96568,0.97483,0.67136,0.97872,0.96753,0.97669,0.9497,0.96755,0.21911,0.0101,0.44534,1.29245,5.78e-05,5.78e-05,5.78e-05
136,12427.5,0.66697,0.40466,0.06592,0.61492,1.04086,0.97682,0.96475,0.97431,0.67144,0.97964,0.96753,0.97689,0.94926,0.96712,0.22,0.01,0.44305,1.2928,5.45e-05,5.45e-05,5.45e-05
137,13018.4,0.66743,0.40805,0.06498,0.6124,1.0431,0.97743,0.96424,0.97451,0.67157,0.98025,0.96697,0.97691,0.94955,0.9669,0.22027,0.00995,0.44227,1.2935,5.12e-05,5.12e-05,5.12e-05
138,13610,0.65429,0.40153,0.0645,0.61168,1.03425,0.97743,0.96431,0.97466,0.67143,0.98025,0.96709,0.97696,0.9498,0.96676,0.2208,0.01032,0.43961,1.29408,4.79e-05,4.79e-05,4.79e-05
139,14201.9,0.6613,0.39789,0.06547,0.61311,1.04125,0.97744,0.96456,0.97466,0.67218,0.98026,0.96734,0.97695,0.94924,0.96642,0.22028,0.01026,0.43966,1.29446,4.46e-05,4.46e-05,4.46e-05
140,14794.3,0.65971,0.39872,0.06419,0.60891,1.03594,0.97706,0.96475,0.97481,0.67241,0.97988,0.96753,0.97694,0.94955,0.96637,0.22033,0.0102,0.43799,1.29483,4.13e-05,4.13e-05,4.13e-05
141,15386.4,0.56447,0.25146,0.02666,0.51145,0.99528,0.97744,0.96446,0.97504,0.67246,0.98026,0.96724,0.97701,0.9493,0.96616,0.22086,0.00995,0.43517,1.29494,3.8e-05,3.8e-05,3.8e-05
142,15976.6,0.55672,0.24335,0.02464,0.50468,0.98737,0.97746,0.96525,0.97515,0.67269,0.98027,0.96804,0.97701,0.94899,0.96602,0.22079,0.01002,0.4327,1.29551,3.47e-05,3.47e-05,3.47e-05
143,16566.7,0.55183,0.24136,0.02541,0.49693,0.98794,0.97467,0.96568,0.97514,0.67317,0.97747,0.96846,0.97701,0.94865,0.96537,0.22121,0.00972,0.43119,1.29564,3.14e-05,3.14e-05,3.14e-05
144,17157.1,0.54866,0.23726,0.0237,0.49716,0.9838,0.9755,0.96568,0.97518,0.67408,0.97831,0.96846,0.97698,0.9483,0.96498,0.22097,0.00928,0.43011,1.29596,2.81e-05,2.81e-05,2.81e-05
145,17746.7,0.54356,0.23697,0.02288,0.4885,0.98108,0.97568,0.96568,0.97525,0.67587,0.97849,0.96846,0.97686,0.94799,0.96435,0.22155,0.00909,0.42863,1.29638,2.48e-05,2.48e-05,2.48e-05
146,18337,0.53893,0.23579,0.02439,0.49022,0.98019,0.97571,0.96568,0.97536,0.67602,0.97852,0.96846,0.9771,0.94862,0.9644,0.22193,0.0085,0.42716,1.29721,2.15e-05,2.15e-05,2.15e-05
147,18926.3,0.53909,0.23262,0.02239,0.48075,0.97611,0.97578,0.96568,0.97541,0.6759,0.97859,0.96846,0.97712,0.94836,0.96385,0.22118,0.00838,0.42588,1.29749,1.82e-05,1.82e-05,1.82e-05
148,19514.8,0.53322,0.22922,0.02328,0.47428,0.97802,0.97576,0.96568,0.97546,0.67683,0.97857,0.96846,0.97714,0.94776,0.96367,0.22126,0.00815,0.42469,1.29848,1.49e-05,1.49e-05,1.49e-05
149,20103.7,0.5337,0.23299,0.02372,0.48128,0.9766,0.97617,0.96568,0.97552,0.67685,0.97898,0.96846,0.97709,0.94791,0.96343,0.22105,0.00799,0.42351,1.29935,1.16e-05,1.16e-05,1.16e-05
150,20693.6,0.53018,0.2294,0.02218,0.47626,0.97514,0.97562,0.9653,0.97549,0.67776,0.97844,0.96808,0.97705,0.94784,0.96318,0.2211,0.00782,0.42441,1.30027,8.3e-06,8.3e-06,8.3e-06
